Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Year,Month,Quarter,Day_of_Week,Week_of_Year,Profit,Profit_Margin,Sales_Rep_Encoded,Region_Encoded,Product_Category_Encoded,Customer_Type_Encoded,Payment_Method_Encoded,Sales_Channel_Encoded
1099,2023-03-04,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David,2023,3,1,5,9,-7359.89,-92.55266841127701,3,0,3,0,2,0
1044,2023-05-23,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,2023,5,2,1,21,-32919.78,-384.91546886455023,1,3,2,0,0,0
1086,2023-06-02,Bob,East,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob,2023,6,2,4,22,-2290.479999999999,-91.78183741590094,1,0,1,0,1,0
1091,2023-05-25,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,2023,5,2,3,21,-77732.99000000002,-808.8583912318256,0,1,0,0,0,1
1035,2023-08-13,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,2023,8,3,6,32,-17908.89,-873.7919358301294,0,3,0,0,2,1
1065,2023-11-05,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,2023,11,4,6,44,-2999.959999999999,-31.514965606208946,0,0,3,0,0,1
1099,2023-04-14,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,2023,4,2,4,15,-123149.14000000001,-1237.8402828105354,0,0,2,1,2,0
1047,2023-04-14,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,2023,4,2,4,15,-56323.700000000004,-788.178380814043,4,3,0,1,2,1
1078,2023-02-08,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,2023,2,1,2,6,-138502.33,-1411.370769525502,0,2,3,1,1,1
1003,2023-07-17,Eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,2023,7,3,0,29,-20198.660000000003,-351.9886937913441,4,3,1,1,1,0
1001,2023-05-14,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,2023,5,2,6,19,-93431.79,-3500.025847924299,4,2,1,0,0,0
1005,2023-03-08,Alice,North,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice,2023,3,1,2,10,1386.7800000000002,31.33073972157081,0,1,0,0,2,0
1090,2023-06-28,Charlie,North,5976.25,41,Clothing,3736.88,3946.77,Returning,0.06,Credit Card,Online,North-Charlie,2023,6,2,2,26,-147235.83000000002,-2463.6825768667645,2,1,0,1,2,0
1014,2023-02-11,David,West,823.51,44,Food,2257.48,2747.81,Returning,0.27,Cash,Online,West-David,2023,2,1,5,6,-98505.61,-11961.677453825698,3,3,2,1,1,0
1027,2023-01-15,Bob,West,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob,2023,1,1,6,2,2384.3399999999992,38.08119849230178,1,3,2,1,1,1
1009,2023-04-21,Eve,North,9813.66,47,Clothing,359.41,733.0,Returning,0.2,Bank Transfer,Retail,North-Eve,2023,4,2,4,16,-7078.610000000001,-72.13017365590413,4,1,0,1,0,1
1079,2023-06-06,David,South,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David,2023,6,2,1,23,-64928.57,-3275.7960112407736,3,2,3,1,2,0
1015,2023-10-16,Charlie,North,7946.69,23,Food,2937.94,3007.53,Returning,0.03,Cash,Retail,North-Charlie,2023,10,4,0,42,-59625.92999999999,-750.3240972027346,2,1,2,1,1,1
1090,2023-08-19,Bob,West,9088.2,31,Clothing,2347.81,2668.02,Returning,0.09,Bank Transfer,Retail,West-Bob,2023,8,3,5,33,-63693.91,-700.8418608745405,1,3,0,1,0,1
1042,2023-06-06,Bob,North,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob,2023,6,2,1,23,-52858.549999999996,-559.7851238794194,1,1,2,1,2,1
1077,2023-02-07,Eve,West,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve,2023,2,1,1,6,-19524.18,-203.2638095059623,4,3,0,0,2,1
1051,2023-04-07,Alice,West,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice,2023,4,2,4,14,-71222.44,-1353.4083934289163,0,3,1,0,1,0
1063,2023-10-16,Charlie,North,9775.35,4,Clothing,1134.67,1201.39,New,0.3,Bank Transfer,Retail,North-Charlie,2023,10,4,0,42,5236.67,53.57015349834021,2,1,0,0,0,1
1096,2023-09-11,Eve,South,7597.37,23,Electronics,608.57,1032.22,New,0.25,Cash,Retail,South-Eve,2023,9,3,0,37,-6399.740000000001,-84.23625544102762,4,2,1,0,1,1
1052,2023-07-15,Charlie,East,1700.55,48,Food,3002.35,3080.61,Returning,0.18,Bank Transfer,Retail,East-Charlie,2023,7,3,5,28,-142412.25,-8374.481785304755,2,0,2,1,0,1
1096,2023-03-27,Alice,North,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice,2023,3,1,0,13,-112740.77,-2338.3845884209895,0,1,0,0,2,0
1004,2023-11-18,Alice,East,7211.48,1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice,2023,11,4,5,46,7028.49,97.4625180961467,0,0,2,1,0,1
1094,2023-01-10,Eve,North,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve,2023,1,1,1,2,-45786.08,-1796.4695311672363,4,1,1,0,0,0
1023,2023-01-05,Alice,East,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice,2023,1,1,3,1,5291.45,82.13871585153265,0,0,0,1,0,0
1015,2023-05-03,David,South,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David,2023,5,2,2,18,-73707.26,-1100.216737768198,3,2,2,1,0,0
1043,2023-11-26,Bob,South,1710.73,3,Electronics,2009.1,2186.42,New,0.25,Bank Transfer,Online,South-Bob,2023,11,4,6,47,-4316.57,-252.32327719745368,1,2,1,0,0,0
1029,2023-12-19,Eve,North,5694.34,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,North-Eve,2023,12,4,1,51,-59092.759999999995,-1037.7455508452251,4,1,2,0,1,1
1036,2023-04-28,Charlie,West,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie,2023,4,2,4,17,-93204.14,-1204.3263372661715,2,3,3,1,0,0
1013,2023-10-21,David,East,5039.07,20,Electronics,1533.36,1649.7399999999998,Returning,0.1,Bank Transfer,Online,East-David,2023,10,4,5,42,-25628.129999999997,-508.58848954271326,3,0,1,1,0,0
1032,2023-06-08,Eve,West,219.82,49,Electronics,4812.41,5088.0,Returning,0.09,Credit Card,Online,West-Eve,2023,6,2,3,23,-235588.27,-107173.26448912747,4,3,1,1,2,0
1071,2023-10-30,Alice,West,189.48,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,West-Alice,2023,10,4,0,44,-59241.09999999999,-31265.09394131306,0,3,1,0,0,0
1059,2023-08-16,Alice,West,3634.59,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,West-Alice,2023,8,3,2,33,-61686.75,-1697.2134408557774,0,3,0,0,2,0
1086,2023-12-31,Alice,South,9269.32,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,South-Alice,2023,12,4,6,52,-103568.57,-1117.3265137032708,0,2,0,1,1,1
1028,2023-08-04,Alice,North,2363.9,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,North-Alice,2023,8,3,4,31,-124948.26000000001,-5285.682981513601,0,1,0,0,1,0
1066,2023-07-03,Charlie,North,6380.2,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,North-Charlie,2023,7,3,0,27,-32309.45,-506.40183693301157,2,1,3,1,0,1
1042,2023-01-15,David,South,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David,2023,1,1,6,2,-97630.93000000001,-4247.500815731657,3,2,3,0,1,1
1045,2023-06-06,Bob,South,3284.53,15,Electronics,316.22,799.04,New,0.0,Bank Transfer,Online,South-Bob,2023,6,2,1,23,-1458.77,-44.413355944381685,1,2,1,0,0,0
1062,2023-05-16,Charlie,North,8495.62,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie,2023,5,2,1,20,1166.9000000000015,13.735313020120973,2,1,3,0,1,1
1057,2023-09-18,Charlie,West,7315.73,25,Food,1821.91,2027.74,New,0.02,Bank Transfer,Retail,West-Charlie,2023,9,3,0,38,-38232.020000000004,-522.6002053110217,2,3,2,0,0,1
1006,2023-06-06,Bob,East,1044.45,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,East-Bob,2023,6,2,1,23,-34689.57,-3321.324141892862,1,0,1,0,0,1
1028,2023-02-16,Bob,East,4344.15,24,Electronics,1969.09,2241.96,Returning,0.02,Credit Card,Online,East-Bob,2023,2,1,3,7,-42914.009999999995,-987.8574634853768,1,0,1,1,2,0
1028,2023-11-20,Alice,East,388.78,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,East-Alice,2023,11,4,0,47,-3285.8199999999997,-845.161788157827,0,0,2,1,2,0
1044,2023-11-28,Charlie,West,4860.81,6,Electronics,3703.93,3840.24,New,0.07,Credit Card,Online,West-Charlie,2023,11,4,1,48,-17362.769999999997,-357.19910879051014,2,3,1,0,2,0
1084,2023-06-22,Eve,North,6658.1,49,Furniture,4291.97,4645.64,Returning,0.26,Credit Card,Online,North-Eve,2023,6,2,3,25,-203648.43,-3058.656824018864,4,1,3,1,2,0
1030,2023-05-10,Bob,South,1273.18,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,South-Bob,2023,5,2,2,19,-200682.34000000003,-15762.291270676576,1,2,0,1,0,0
1062,2023-04-05,Bob,North,2959.96,48,Food,2487.19,2521.4500000000003,New,0.29,Cash,Online,North-Bob,2023,4,2,2,14,-116425.15999999999,-3933.335585616022,1,1,2,0,1,0
1075,2023-04-25,David,West,4038.58,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,West-David,2023,4,2,1,17,-150810.18000000002,-3734.237776644267,3,3,3,1,0,0
1092,2023-08-31,Eve,South,9203.36,47,Food,4284.98,4462.4,New,0.28,Credit Card,Retail,South-Eve,2023,8,3,3,35,-192190.69999999995,-2088.2666765181407,4,2,2,0,2,1
1089,2023-10-19,Eve,West,9933.22,23,Food,2120.54,2597.67,Returning,0.26,Credit Card,Retail,West-Eve,2023,10,4,3,42,-38839.2,-391.0031188275303,4,3,2,1,2,1
1062,2023-10-09,Bob,East,544.62,4,Electronics,1581.59,2034.15,Returning,0.21,Cash,Online,East-Bob,2023,10,4,0,41,-5781.74,-1061.6099298593515,1,0,1,1,1,0
1097,2023-10-26,Alice,East,7633.98,27,Electronics,4686.79,5046.51,Returning,0.05,Credit Card,Retail,East-Alice,2023,10,4,3,43,-118909.35,-1557.6324538445217,0,0,1,1,2,1
1001,2023-10-10,David,West,3780.07,18,Furniture,2602.6,3013.49,Returning,0.08,Bank Transfer,Online,West-David,2023,10,4,1,41,-43066.729999999996,-1139.3103831410529,3,3,3,1,0,0
1027,2023-03-10,Eve,South,3985.34,21,Food,2511.41,2848.4,Returning,0.06,Bank Transfer,Online,South-Eve,2023,3,1,4,10,-48754.270000000004,-1223.3402921708062,4,2,2,1,0,0
1062,2023-05-28,Bob,South,7567.22,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob,2023,5,2,6,21,-18561.26,-245.28505844947017,1,2,1,1,0,0
1077,2023-01-11,Eve,North,9192.42,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,2023,1,1,2,2,-11295.53,-122.87874139780386,4,1,1,1,0,1
1003,2023-09-11,David,East,9514.19,22,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,East-David,2023,9,3,0,37,-83291.27,-875.4425757736602,3,0,2,0,0,0
1070,2023-11-26,David,North,5813.51,40,Furniture,3089.96,3258.45,New,0.29,Cash,Online,North-David,2023,11,4,6,47,-117784.89,-2026.0546554491175,3,1,3,0,1,0
1072,2023-12-26,Charlie,North,3635.5,23,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,North-Charlie,2023,12,4,1,52,-34609.59,-951.9898225828633,2,1,3,0,0,0
1027,2023-02-07,Bob,West,7896.74,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob,2023,2,1,1,6,4899.469999999999,62.044210648951335,1,3,2,0,2,0
1009,2023-05-14,David,West,2584.91,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David,2023,5,2,6,19,-109403.48999999999,-4232.390682847758,3,3,3,1,2,1
1062,2023-07-19,Charlie,North,5684.33,10,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,North-Charlie,2023,7,3,2,29,-23719.67,-417.2817200971794,2,1,1,1,2,0
1037,2023-01-23,Charlie,East,3649.93,25,Food,1074.62,1382.4299999999998,Returning,0.24,Credit Card,Retail,East-Charlie,2023,1,1,0,4,-23215.569999999996,-636.0552120177647,2,0,2,1,2,1
1097,2023-10-30,Eve,West,6600.65,49,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,West-Eve,2023,10,4,0,44,-202357.89,-3065.726708733231,4,3,1,0,1,1
1051,2023-12-12,Eve,North,2479.95,8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve,2023,12,4,1,50,-1256.9300000000003,-50.68368313877297,4,1,0,0,2,0
1044,2023-10-29,Charlie,North,1996.77,11,Clothing,1812.66,2196.3,New,0.08,Cash,Online,North-Charlie,2023,10,4,6,43,-17942.49,-898.5756997551047,2,1,0,0,1,0
1024,2023-12-29,Eve,North,9190.57,5,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,North-Eve,2023,12,4,4,52,-7898.93,-85.94602946280808,4,1,3,1,2,1
1079,2023-08-06,David,North,1107.86,45,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,North-David,2023,8,3,6,31,-62202.64000000001,-5614.666113046776,3,1,0,0,1,1
1059,2023-05-21,Alice,North,5108.98,37,Electronics,4146.99,4172.349999999999,Returning,0.06,Cash,Retail,North-Alice,2023,5,2,6,20,-148329.65,-2903.3124028671086,0,1,1,1,1,1
1032,2023-04-14,David,North,2286.44,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David,2023,4,2,4,15,-164769.31,-7206.369290250344,3,1,0,0,1,1
1096,2023-07-29,Charlie,West,485.41,38,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,West-Charlie,2023,7,3,5,30,-149829.66999999998,-30866.622030860504,2,3,1,1,2,0
1088,2023-04-21,Charlie,East,456.59,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie,2023,4,2,4,16,-18091.23,-3962.248406666813,2,0,3,0,1,1
1052,2023-04-14,David,North,1834.7,5,Furniture,745.71,856.9100000000001,Returning,0.23,Bank Transfer,Retail,North-David,2023,4,2,4,15,-1893.8500000000001,-103.22396032048837,3,1,3,1,0,1
1062,2023-11-12,Eve,South,8681.03,9,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,South-Eve,2023,11,4,6,45,-4531.419999999998,-52.19910540569492,4,2,1,0,0,1
1058,2023-06-20,Eve,West,2896.54,48,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,West-Eve,2023,6,2,1,25,-122598.50000000001,-4232.584393793975,4,3,0,0,2,1
1052,2023-12-22,Charlie,West,9509.55,2,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,West-Charlie,2023,12,4,4,51,2004.1899999999996,21.075550367788168,2,3,3,1,0,0
1012,2023-11-20,Bob,North,5858.06,1,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,North-Bob,2023,11,4,0,47,1667.2300000000005,28.460445949683006,1,1,2,1,0,0
1039,2023-05-13,Eve,West,4422.48,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve,2023,5,2,5,19,-137035.91999999998,-3098.621587887339,4,3,3,0,0,0
1002,2023-10-20,David,North,5842.88,30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David,2023,10,4,4,42,-133553.62,-2285.7498356974643,3,1,0,1,2,1
1003,2023-11-24,Eve,East,5215.31,11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve,2023,11,4,4,47,-35559.270000000004,-681.8246662231008,4,0,2,0,2,1
1056,2023-05-07,David,East,7611.88,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David,2023,5,2,6,18,-36236.96,-476.0579515178905,3,0,0,1,0,0
1081,2023-04-16,Charlie,West,2896.71,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie,2023,4,2,6,15,-57037.89000000001,-1969.0576550638486,2,3,1,0,2,0
1059,2023-04-02,Eve,West,3595.2,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve,2023,4,2,6,13,-38358.600000000006,-1066.9392523364488,4,3,2,1,1,1
1002,2023-10-14,David,South,8951.53,39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David,2023,10,4,5,41,-30232.160000000003,-337.73176205631887,3,2,0,0,0,0
1002,2023-02-20,Charlie,West,9469.92,26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie,2023,2,1,0,8,-3762.5200000000004,-39.73127544900063,2,3,2,0,2,1
1092,2023-01-29,Bob,South,8936.33,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob,2023,1,1,6,4,-25962.17,-290.52385039496073,1,2,0,0,2,1
1054,2023-10-23,David,East,4252.54,8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David,2023,10,4,0,43,-28684.5,-674.5262831155028,3,0,2,1,0,1
1087,2023-10-24,Bob,East,7825.62,28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob,2023,10,4,1,43,-7625.620000000002,-97.44429195386438,1,0,0,0,2,1
1096,2023-08-02,Bob,North,4815.72,30,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,North-Bob,2023,8,3,2,31,-114280.08,-2373.063217961177,1,1,1,1,0,1
1097,2023-09-24,Alice,East,5025.64,9,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,East-Alice,2023,9,3,6,38,-31579.880000000005,-628.3752915051616,0,0,2,1,2,1
1001,2023-09-14,Eve,South,2126.33,39,Food,2437.26,2889.67,Returning,0.25,Cash,Online,South-Eve,2023,9,3,3,37,-92926.81000000001,-4370.291064886448,4,2,2,1,1,0
1019,2023-10-29,David,West,5952.19,31,Food,333.69,685.1,New,0.04,Bank Transfer,Online,West-David,2023,10,4,6,43,-4392.2,-73.79132722577741,3,3,2,0,0,0
1002,2023-04-11,Bob,North,1942.75,21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob,2023,4,2,1,15,-17255.87,-888.2187620640843,1,1,2,1,1,0
1053,2023-12-12,Alice,South,3382.49,47,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,South-Alice,2023,12,4,1,50,-163550.23,-4835.202173546708,0,2,1,1,0,1
1044,2023-04-20,Charlie,West,8564.8,34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie,2023,4,2,3,16,-112927.40000000001,-1318.5059779562864,2,3,2,1,2,0
1090,2023-07-01,David,North,2150.05,31,Furniture,4496.86,4880.799999999999,New,0.06,Cash,Retail,North-David,2023,7,3,5,26,-137252.61000000002,-6383.693867584475,3,1,3,0,1,1
1032,2023-11-09,Bob,East,804.47,25,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,East-Bob,2023,11,4,3,45,-72553.03,-9018.736559473939,1,0,1,1,2,1
1070,2023-01-01,Eve,South,783.18,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve,2023,1,1,6,52,-7188.780000000001,-917.8962690569219,4,2,3,1,0,1
1032,2023-11-15,Alice,West,9413.77,1,Food,651.0,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice,2023,11,4,2,46,8762.77,93.08459841275068,0,3,2,1,0,1
1068,2023-02-24,Bob,North,5118.51,22,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,North-Bob,2023,2,1,4,8,-74512.91,-1455.7539205745422,1,1,0,1,0,0
1055,2023-05-29,Eve,North,4153.18,40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve,2023,5,2,0,22,-34236.02,-824.3326800186843,4,1,3,0,0,0
1075,2023-11-05,Bob,East,8127.7,37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob,2023,11,4,6,44,-53866.170000000006,-662.7480098920975,1,0,2,0,0,0
1056,2023-05-17,David,West,8374.68,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,2023,5,2,2,20,-107325.22,-1281.5441306414095,3,3,3,1,1,1
1017,2023-07-21,David,East,3388.69,1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David,2023,7,3,4,29,3216.1,94.90688142025384,3,0,2,1,0,0
1038,2023-11-09,David,East,6966.82,1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David,2023,11,4,3,45,5685.17,81.60351494656098,3,0,2,1,2,0
1024,2023-04-27,Alice,West,7734.12,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,2023,4,2,3,17,-79165.98000000001,-1023.593893035019,0,3,2,1,1,0
1069,2023-06-03,David,West,6581.04,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,2023,6,2,5,22,-53655.36,-815.3021406950877,3,3,0,0,2,1
1098,2023-10-18,Eve,West,1600.79,21,Furniture,725.03,828.9499999999999,New,0.18,Bank Transfer,Online,West-Eve,2023,10,4,2,42,-13624.84,-851.1322534498591,4,3,3,0,0,0
1070,2023-03-04,Bob,South,8771.24,15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob,2023,3,1,5,9,-46033.659999999996,-524.8249962377041,1,2,1,0,2,1
1086,2023-09-01,Charlie,West,5437.04,17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie,2023,9,3,4,35,-63839.32,-1174.1557906507953,2,3,1,0,1,0
1011,2023-01-25,Eve,North,2896.48,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,2023,1,1,2,4,-26242.96,-906.0293873943544,4,1,1,1,1,1
1016,2023-03-31,Eve,East,4309.76,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,2023,3,1,4,13,-143258.68,-3324.052383427383,4,0,1,1,1,0
1097,2023-03-16,David,South,471.95,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David,2023,3,1,3,11,-68075.2,-14424.23985591694,3,2,2,0,2,0
1073,2023-10-21,Alice,West,1365.88,45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice,2023,10,4,5,42,-113748.17,-8327.83040969924,0,3,3,0,1,0
1059,2023-07-29,Bob,South,7678.91,16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob,2023,7,3,5,30,-60916.45,-793.2955328295292,1,2,3,1,2,1
1070,2023-12-13,Alice,West,100.12,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice,2023,12,4,2,50,-29998.04,-29962.085497403114,0,3,0,1,0,0
1080,2023-01-17,Bob,South,4224.0,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,2023,1,1,1,3,-185436.51,-4390.068892045455,1,2,3,1,0,0
1093,2023-05-08,Bob,East,5272.85,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,2023,5,2,0,19,-7092.609999999999,-134.5118863612657,1,0,3,1,2,1
1003,2023-12-30,Alice,East,640.88,17,Furniture,395.11,676.6600000000001,Returning,0.25,Cash,Retail,East-Alice,2023,12,4,5,52,-6075.99,-948.0698414679814,0,0,3,1,1,1
1020,2023-09-08,Eve,North,9733.47,26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve,2023,9,3,4,36,-106547.63,-1094.6520613922887,4,1,0,0,2,1
1059,2023-06-28,Bob,North,2338.64,13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob,2023,6,2,2,26,-23268.5,-994.958608421989,1,1,1,0,2,1
1036,2023-07-01,Alice,West,3111.57,17,Furniture,1475.0,1840.77,Returning,0.1,Credit Card,Online,West-Alice,2023,7,3,5,26,-21963.43,-705.8632780236343,0,3,3,1,2,0
1019,2023-06-01,Bob,East,3109.03,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,2023,6,2,3,22,-135106.47,-4345.614870232837,1,0,0,1,0,0
1090,2023-01-25,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,2023,1,1,2,4,-68853.3,-2891.635028893966,2,2,0,0,2,1
1067,2023-06-29,Eve,South,114.59,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve,2023,6,2,3,26,-207212.77,-180829.71463478488,4,2,2,1,0,0
1019,2023-07-17,David,South,7320.51,14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David,2023,7,3,0,29,-15278.15,-208.7033553673173,3,2,0,0,2,1
1020,2023-12-10,Bob,North,9671.77,45,Electronics,4268.45,4551.599999999999,New,0.08,Bank Transfer,Online,North-Bob,2023,12,4,6,49,-182408.48,-1885.9886039473643,1,1,1,0,0,0
1096,2023-06-10,Charlie,South,2320.51,6,Furniture,252.62,742.0,New,0.22,Credit Card,Retail,South-Charlie,2023,6,2,5,23,804.7900000000002,34.681600165480866,2,2,3,0,2,1
1071,2023-06-26,David,North,6664.17,35,Clothing,295.82,684.6700000000001,New,0.03,Credit Card,Online,North-David,2023,6,2,0,26,-3689.529999999999,-55.36368369954546,3,1,0,0,2,0
1052,2023-10-12,David,North,7444.77,46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David,2023,10,4,3,41,-136830.55000000002,-1837.9419377630204,3,1,1,1,1,1
1033,2023-03-04,Bob,West,8499.41,14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob,2023,3,1,5,9,3426.09,40.30973914659959,1,3,0,1,1,1
1040,2023-05-30,Alice,South,4284.03,47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice,2023,5,2,1,22,-73586.51,-1717.6936202594288,0,2,0,0,2,0
1039,2023-06-03,Bob,South,3099.02,8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob,2023,6,2,5,22,-23942.1,-772.5700382701627,1,2,0,1,2,0
1082,2023-06-05,Charlie,East,3320.42,15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie,2023,6,2,0,23,-22471.629999999997,-676.770709729492,2,0,0,1,2,0
1001,2023-02-18,David,West,7154.95,27,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,West-David,2023,2,1,5,7,-18198.59,-254.34964604923866,3,3,0,1,2,1
